This file was created by CMPT_EP_CFP_OP_INV_NI_AC_RETS using the 202302 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on OP.

The portfolios are constructed at the end of June.  OP, operating profitability, is
operating profits (sales minus cost of goods sold, minus selling, general, and,
administrative expenses, minus interest expense) divided by book equity 
at the last fiscal year end of the prior calendar year.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

Please be aware that some of the value-weight averages of operating profitability for
deciles 1 and 10 are extreme. These are driven by extraordinary values of OP for
individual firms. We have spot checked the accounting data that produce the
extraordinary values and all the numbers we examined accurately reflect the
data in the firm's accounting statements.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Returns -- Monthly
,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
199107,    183.68,    909.16,   1331.08,    128.50,    499.80,    895.29,   1407.34,   1248.25,     55.61,    295.19,    444.97,    564.84,    770.61,   1010.76,   1267.85,   1542.16,   1121.46,   1344.53
199108,    191.16,    944.31,   1404.72,    133.61,    521.62,    928.32,   1465.01,   1324.55,     57.96,    305.57,    462.49,    591.60,    804.72,   1043.15,   1315.39,   1609.64,   1180.57,   1433.90
199109,    195.87,    954.98,   1453.97,    137.06,    533.16,    934.70,   1497.25,   1373.85,     60.26,    311.29,    471.63,    605.99,    815.23,   1044.98,   1331.15,   1657.81,   1199.85,   1506.45
199110,    197.40,    950.58,   1424.34,    138.52,    535.49,    933.29,   1468.15,   1346.10,     62.44,    311.15,    470.93,    612.42,    812.47,   1044.80,   1308.01,   1622.93,   1175.03,   1476.38
199111,    204.66,    964.38,   1447.12,    144.65,    551.05,    947.75,   1484.40,   1366.70,     66.91,    319.28,    482.48,    632.83,    821.63,   1063.73,   1311.95,   1651.60,   1203.26,   1490.83
199112,    196.95,    918.32,   1402.61,    139.94,    529.13,    900.01,   1403.83,   1341.14,     63.24,    308.18,    457.31,    614.55,    780.86,   1009.91,   1243.95,   1558.34,   1141.53,   1493.71
199201,    214.11,   1004.49,   1579.71,    153.66,    576.41,    983.70,   1540.14,   1525.81,     69.46,    337.49,    488.67,    680.17,    875.63,   1083.38,   1356.88,   1716.68,   1279.02,   1714.44
199202,    220.48,    996.82,   1568.80,    160.06,    572.08,    976.29,   1542.01,   1507.64,     75.59,    341.49,    491.37,    667.86,    868.85,   1075.39,   1353.21,   1723.29,   1301.19,   1664.01
199203,    226.04,   1013.79,   1583.30,    162.44,    580.45,   1001.13,   1548.20,   1528.67,     75.61,    348.00,    507.96,    667.05,    903.37,   1091.28,   1368.73,   1721.05,   1325.99,   1681.22
199204,    221.91,    995.09,   1546.69,    159.38,    571.51,    984.55,   1514.13,   1491.22,     73.84,    339.17,    496.93,    660.10,    892.93,   1070.06,   1335.51,   1686.15,   1300.33,   1635.72
199205,    223.80,   1027.15,   1568.46,    158.28,    579.75,   1023.37,   1570.96,   1493.44,     71.36,    336.30,    508.04,    664.74,    913.64,   1125.74,   1378.70,   1756.71,   1314.78,   1629.17
199206,    228.14,   1032.43,   1584.50,    162.05,    587.99,   1026.94,   1568.97,   1516.63,     73.08,    341.05,    511.07,    678.98,    916.84,   1129.97,   1377.77,   1753.66,   1329.69,   1658.98
199207,    240.40,    933.94,   1408.60,    169.26,    589.09,   1090.26,   1162.58,   1424.61,     83.74,    324.53,    545.74,    633.16,   1023.83,   1148.77,    958.26,   1363.96,   1517.41,   1362.48
199208,    250.31,    974.82,   1472.18,    176.78,    614.62,   1134.02,   1211.27,   1490.26,     88.81,    334.17,    560.09,    670.20,   1057.77,   1200.93,    998.31,   1421.78,   1583.29,   1427.93
199209,    238.41,    950.50,   1450.41,    168.30,    590.54,   1105.37,   1186.04,   1470.77,     82.98,    319.52,    531.56,    650.66,   1024.48,   1176.57,    977.47,   1393.39,   1567.26,   1406.28
199210,    242.51,    961.70,   1478.60,    172.18,    600.70,   1112.82,   1212.82,   1494.84,     84.97,    326.86,    535.10,    667.19,   1026.37,   1188.88,    991.12,   1433.22,   1618.59,   1412.06
199211,    247.20,    961.47,   1508.55,    175.96,    608.91,   1098.93,   1225.61,   1531.87,     88.24,    330.81,    542.48,    676.44,   1009.54,   1177.56,   1005.10,   1443.55,   1672.21,   1438.47
199212,    262.84,    986.15,   1580.83,    189.58,    632.31,   1118.95,   1281.67,   1602.32,     96.33,    353.32,    567.38,    697.95,   1026.64,   1200.17,   1041.10,   1520.84,   1754.96,   1501.36
199301,    272.31,    999.03,   1610.95,    197.70,    648.71,   1128.08,   1311.15,   1625.86,    101.36,    366.73,    580.61,    718.15,   1017.74,   1225.43,   1051.18,   1569.59,   1792.68,   1515.34
199302,    284.27,   1014.17,   1610.47,    206.16,    670.49,   1146.89,   1326.65,   1615.46,    106.26,    380.58,    604.23,    738.25,   1040.96,   1240.33,   1054.27,   1596.62,   1803.89,   1490.62
199303,    284.14,   1035.87,   1605.33,    206.87,    676.63,   1173.02,   1351.41,   1596.03,    104.30,    384.01,    599.64,    755.58,   1068.36,   1265.33,   1069.93,   1631.24,   1811.44,   1453.57
199304,    295.11,   1062.09,   1636.73,    214.47,    698.60,   1201.69,   1390.92,   1620.97,    107.99,    397.19,    623.91,    774.99,   1077.87,   1310.90,   1098.75,   1680.50,   1837.11,   1477.26
199305,    297.23,   1049.21,   1563.64,    217.70,    691.22,   1190.53,   1354.15,   1541.22,    109.50,    402.62,    619.55,    764.93,   1051.39,   1313.62,   1078.51,   1625.70,   1734.25,   1413.34
199306,    309.93,   1073.36,   1614.86,    229.28,    705.30,   1221.42,   1388.89,   1593.69,    119.73,    414.24,    634.54,    778.30,   1069.99,   1355.78,   1099.89,   1673.59,   1787.97,   1464.75
199307,    314.64,   1020.24,   1647.93,    222.29,    762.45,    932.18,   1465.25,   1687.12,    168.63,    343.92,    737.97,    789.60,    865.83,   1011.17,   1400.80,   1543.34,   2104.86,   1396.40
199308,    321.72,   1030.72,   1620.55,    228.64,    769.48,    944.58,   1458.46,   1660.97,    171.71,    356.55,    746.16,    795.28,    878.35,   1023.48,   1413.17,   1513.06,   2090.55,   1361.69
199309,    340.24,   1063.09,   1675.87,    241.68,    805.12,    971.75,   1514.09,   1712.54,    183.50,    371.89,    788.78,    823.14,    895.81,   1062.46,   1460.79,   1578.39,   2164.60,   1398.76
199310,    340.99,   1062.64,   1680.56,    241.82,    811.85,    972.88,   1516.18,   1709.31,    183.85,    371.15,    791.25,    834.64,    892.96,   1069.20,   1444.79,   1603.36,   2163.19,   1396.05
199311,    343.37,   1071.01,   1723.27,    247.17,    798.32,    977.57,   1548.55,   1758.08,    188.77,    377.38,    781.42,    816.96,    893.15,   1079.35,   1482.55,   1629.65,   2205.31,   1448.47
199312,    330.48,   1053.05,   1716.63,    238.41,    772.81,    954.39,   1540.09,   1754.25,    182.10,    363.36,    749.74,    798.21,    880.68,   1042.87,   1478.38,   1615.37,   2194.61,   1449.65
199401,    333.83,   1078.02,   1740.62,    237.50,    793.91,    977.14,   1564.77,   1781.81,    178.88,    367.09,    771.29,    818.69,    900.57,   1069.11,   1511.30,   1630.00,   2203.69,   1488.84
199402,    349.63,   1110.96,   1788.23,    248.08,    824.87,   1006.04,   1622.72,   1821.50,    186.56,    383.72,    806.52,    844.99,    924.47,   1104.01,   1560.58,   1698.63,   2252.67,   1521.74
199403,    336.48,   1084.71,   1750.36,    237.42,    800.82,    987.24,   1600.51,   1766.37,    177.80,    368.47,    780.29,    823.36,    914.03,   1074.80,   1513.50,   1707.14,   2181.85,   1476.95
199404,    320.78,   1038.58,   1674.82,    225.40,    766.52,    943.71,   1530.16,   1693.16,    168.40,    350.61,    747.86,    786.92,    871.59,   1030.75,   1452.28,   1625.58,   2094.00,   1413.05
199405,    323.47,   1053.12,   1696.13,    226.15,    779.19,    961.72,   1529.25,   1725.77,    166.37,    355.90,    757.14,    803.23,    883.15,   1056.64,   1457.76,   1616.62,   2124.52,   1447.92
199406,    326.27,   1058.03,   1721.47,    229.06,    776.31,    952.41,   1561.92,   1754.60,    169.06,    357.60,    755.93,    798.46,    872.35,   1048.94,   1503.38,   1632.72,   2178.03,   1458.97
199407,    223.78,    745.43,   1671.67,    155.88,    473.75,    817.45,   1222.61,   1779.20,    108.79,    264.23,    518.33,    435.59,    690.40,    941.62,   1020.14,   1431.76,   1765.05,   1790.45
199408,    231.38,    775.26,   1714.46,    161.58,    490.48,    849.59,   1261.40,   1825.83,    112.34,    274.55,    534.62,    452.72,    713.21,    983.17,   1061.67,   1466.77,   1808.63,   1839.53
199409,    239.41,    804.33,   1794.67,    170.42,    503.87,    887.82,   1304.71,   1912.20,    119.51,    286.34,    540.30,    472.98,    746.11,   1026.92,   1085.13,   1531.62,   1884.50,   1934.38
199410,    236.13,    788.19,   1755.98,    167.75,    498.53,    867.90,   1269.09,   1878.24,    118.31,    280.13,    533.31,    469.15,    736.25,    996.81,   1061.73,   1482.87,   1839.01,   1909.62
199411,    239.73,    809.13,   1784.34,    169.00,    506.99,    896.68,   1288.66,   1913.28,    118.18,    284.04,    546.05,    474.08,    749.36,   1040.93,   1090.74,   1493.76,   1872.16,   1946.23
199412,    231.21,    779.49,   1727.60,    162.76,    488.40,    866.03,   1243.55,   1849.22,    112.70,    275.52,    526.13,    456.36,    722.76,   1006.62,   1042.63,   1453.27,   1800.89,   1888.40
199501,    235.06,    795.20,   1751.45,    164.64,    499.19,    877.99,   1263.31,   1881.76,    113.09,    279.49,    539.23,    465.36,    737.11,   1016.55,   1075.78,   1458.65,   1833.59,   1920.57
199502,    241.10,    806.77,   1807.10,    169.87,    503.62,    886.49,   1304.25,   1941.89,    114.51,    291.96,    547.18,    466.82,    738.93,   1032.30,   1109.53,   1506.12,   1899.45,   1975.86
199503,    250.24,    842.23,   1884.04,    176.19,    523.18,    925.03,   1366.50,   2020.14,    119.64,    300.34,    567.54,    485.62,    768.09,   1081.23,   1160.06,   1580.59,   1974.19,   2057.18
199504,    257.76,    862.28,   1936.27,    180.83,    535.58,    953.52,   1397.19,   2076.92,    122.71,    308.36,    584.84,    493.81,    800.02,   1106.27,   1178.08,   1624.42,   2036.14,   2110.11
199505,    263.74,    881.96,   1999.30,    185.12,    543.31,    984.46,   1417.36,   2158.35,    125.08,    315.79,    596.16,    498.53,    827.10,   1140.67,   1194.86,   1648.12,   2103.85,   2203.06
199506,    272.94,    911.77,   2078.42,    190.78,    560.31,   1018.57,   1475.21,   2240.32,    129.00,    323.83,    619.14,    510.62,    852.93,   1183.01,   1238.14,   1721.70,   2157.79,   2308.27
199507,    271.69,    925.33,   2159.23,    195.48,    564.29,    910.72,   1582.67,   2376.01,    156.90,    288.87,    562.71,    566.14,    834.54,    992.88,   1420.38,   1736.07,   2124.31,   2621.32
199508,    286.40,    966.89,   2243.15,    206.40,    590.60,    946.63,   1659.92,   2463.37,    167.64,    299.89,    590.76,    590.40,    863.49,   1036.12,   1496.20,   1814.28,   2218.78,   2702.85
199509,    296.01,    963.23,   2268.63,    215.06,    596.31,    948.38,   1653.66,   2499.43,    175.20,    310.58,    602.75,    588.74,    854.73,   1049.18,   1477.97,   1819.24,   2227.17,   2765.96
199510,    305.28,    989.63,   2384.33,    223.20,    604.53,    988.86,   1710.26,   2628.59,    182.98,    319.04,    614.75,    592.47,    893.67,   1091.62,   1501.12,   1908.26,   2323.86,   2927.58
199511,    297.69,    967.23,   2391.19,    217.23,    589.30,    968.14,   1691.98,   2640.97,    178.52,    309.01,    600.21,    576.38,    881.75,   1061.66,   1467.05,   1903.84,   2336.57,   2940.33
199512,    313.38,   1007.70,   2491.79,    227.61,    618.54,   1013.33,   1768.37,   2737.40,    186.49,    325.17,    634.68,    599.18,    917.88,   1116.46,   1513.18,   2010.37,   2388.77,   3078.59
199601,    320.10,   1022.83,   2541.13,    232.65,    635.32,   1033.70,   1791.90,   2788.83,    191.95,    329.39,    648.00,    620.10,    947.07,   1126.72,   1509.77,   2058.02,   2439.74,   3130.39
199602,    328.08,   1035.32,   2642.46,    238.35,    646.78,   1037.65,   1852.38,   2902.25,    196.16,    338.84,    664.77,    625.26,    959.40,   1121.89,   1551.05,   2136.49,   2522.41,   3276.57
199603,    336.19,   1060.81,   2679.68,    244.77,    656.96,   1052.52,   1895.20,   2953.67,    202.74,    344.90,    680.14,    629.33,    969.08,   1142.61,   1629.02,   2145.47,   2566.32,   3336.30
199604,    339.00,   1080.56,   2693.40,    243.97,    677.23,   1079.49,   1915.93,   2952.45,    199.64,    349.76,    695.96,    654.66,    989.26,   1176.73,   1625.16,   2187.79,   2576.97,   3326.08
199605,    351.05,   1110.86,   2756.39,    254.85,    690.84,   1106.45,   1949.83,   3046.96,    208.56,    365.24,    709.47,    668.26,   1019.01,   1200.95,   1686.53,   2193.46,   2671.13,   3422.80
199606,    361.16,   1133.80,   2849.04,    263.45,    708.66,   1123.52,   2001.12,   3152.37,    215.82,    377.14,    722.26,    692.15,   1032.53,   1221.41,   1718.88,   2262.90,   2755.76,   3548.98
199607,    327.26,   1156.09,   2901.46,    270.14,    621.05,   1168.31,   2265.68,   2882.36,    171.38,    508.98,    591.90,    659.03,    926.42,   1422.17,   1658.44,   2944.27,   2275.56,   3383.28
199608,    300.85,   1097.11,   2777.09,    245.17,    580.75,   1110.48,   2158.95,   2767.64,    149.82,    475.42,    557.57,    611.00,    877.78,   1355.81,   1584.29,   2798.14,   2206.54,   3231.42
199609,    313.34,   1135.90,   2846.48,    257.07,    599.18,   1144.00,   2250.41,   2814.72,    157.14,    499.57,    571.96,    634.79,    917.77,   1382.58,   1650.96,   2917.69,   2296.02,   3242.34
199610,    326.72,   1192.13,   3026.56,    267.75,    624.10,   1200.11,   2383.07,   2995.80,    164.26,    519.28,    597.49,    658.78,    966.26,   1447.35,   1741.96,   3095.04,   2467.41,   3432.89
199611,    325.65,   1217.55,   3079.61,    262.73,    638.15,   1230.73,   2431.59,   3040.09,    157.78,    517.93,    613.08,    670.78,    981.99,   1494.99,   1769.10,   3167.30,   2484.08,   3503.03
199612,    341.77,   1282.77,   3334.04,    275.54,    670.33,   1291.49,   2633.24,   3271.30,    161.93,    551.67,    645.63,    702.31,   1011.88,   1588.02,   1877.34,   3473.12,   2651.21,   3785.78
199701,    337.88,   1265.64,   3294.90,    272.40,    668.14,   1291.29,   2573.09,   3237.05,    155.99,    552.95,    637.72,    707.49,   1004.63,   1596.06,   1804.91,   3423.43,   2597.03,   3765.94
199702,    353.32,   1322.45,   3529.47,    282.21,    698.02,   1341.12,   2750.64,   3460.85,    163.24,    567.82,    676.31,    726.44,   1046.29,   1653.96,   1911.90,   3681.83,   2779.22,   4027.62
199703,    350.05,   1328.04,   3556.35,    279.39,    695.77,   1349.37,   2770.99,   3483.51,    160.71,    562.36,    669.44,    730.37,   1052.25,   1663.46,   1913.77,   3718.57,   2773.45,   4076.54
199704,    334.48,   1288.08,   3361.34,    265.60,    668.21,   1318.08,   2657.73,   3275.74,    148.93,    542.46,    644.78,    698.85,   1017.55,   1635.15,   1848.89,   3552.29,   2653.28,   3799.11
199705,    338.37,   1325.91,   3600.35,    266.02,    679.85,   1358.97,   2832.01,   3494.06,    143.54,    555.22,    662.49,    702.50,   1038.46,   1692.71,   1921.27,   3837.31,   2817.13,   4064.03
199706,    370.04,   1402.89,   3834.91,    290.88,    737.53,   1429.09,   3015.39,   3717.95,    159.60,    601.09,    724.98,    753.89,   1116.51,   1759.20,   2036.49,   4096.48,   2961.57,   4354.53
199707,    381.43,   1432.64,   3827.98,    299.85,    723.20,   1476.52,   2837.84,   4028.37,    204.29,    567.66,    754.99,    682.70,   1118.58,   1884.17,   2262.37,   3423.23,   3753.52,   4276.44
199708,    410.26,   1555.39,   4100.19,    320.55,    779.62,   1609.37,   3081.79,   4289.66,    217.70,    608.28,    820.15,    728.16,   1213.38,   2061.93,   2459.91,   3716.05,   3981.88,   4565.24
199709,    405.42,   1519.44,   3888.30,    319.04,    766.69,   1579.00,   2923.93,   4081.30,    219.04,    598.12,    797.56,    727.24,   1198.98,   2016.92,   2362.06,   3497.00,   3778.56,   4353.62
199710,    437.48,   1616.18,   4104.54,    345.03,    825.49,   1673.51,   3134.07,   4267.34,    239.47,    638.25,    857.57,    784.52,   1278.51,   2122.24,   2509.92,   3772.36,   3933.61,   4568.17
199711,    419.39,   1568.66,   3984.45,    330.97,    798.12,   1615.10,   3017.43,   4175.63,    229.25,    612.60,    819.34,    770.77,   1233.68,   2047.75,   2446.75,   3595.34,   3921.10,   4406.02
199712,    419.53,   1614.86,   4243.80,    327.88,    811.11,   1682.93,   3150.68,   4441.69,    226.64,    608.01,    833.05,    782.79,   1295.15,   2118.60,   2478.75,   3839.88,   4131.23,   4723.80
199801,    427.02,   1662.89,   4318.85,    332.36,    828.03,   1744.87,   3242.75,   4485.65,    225.47,    627.59,    850.34,    799.05,   1345.09,   2193.53,   2532.45,   3975.26,   4155.28,   4784.97
199802,    428.89,   1644.77,   4421.93,    337.91,    818.19,   1721.03,   3260.16,   4608.39,    230.75,    634.12,    835.01,    796.32,   1313.41,   2179.86,   2502.77,   4039.29,   4315.62,   4874.15
199803,    467.11,   1778.73,   4760.64,    367.49,    889.32,   1859.47,   3520.57,   4956.87,    252.10,    685.62,    912.00,    860.02,   1420.94,   2351.19,   2708.42,   4358.36,   4694.87,   5196.35
199804,    495.95,   1865.89,   5014.69,    394.19,    925.42,   1955.41,   3721.96,   5216.76,    269.11,    738.65,    952.17,    891.01,   1508.61,   2453.47,   2858.90,   4598.75,   4898.44,   5508.36
199805,    511.49,   1916.11,   5066.22,    405.88,    944.93,   1993.94,   3808.00,   5269.81,    276.84,    761.20,    981.36,    897.89,   1525.34,   2523.04,   2984.35,   4647.07,   4983.77,   5533.02
199806,    487.64,   1862.67,   5027.70,    385.13,    911.82,   1968.56,   3676.94,   5255.35,    252.37,    749.46,    941.46,    873.60,   1516.71,   2479.04,   2824.14,   4557.54,   4905.13,   5577.27
199807,    521.18,   1820.46,   5148.32,    428.77,   1079.88,   1748.79,   3294.47,   5851.32,    317.80,    742.12,   1088.91,   1071.27,   1657.88,   1849.29,   2893.68,   3726.10,   6349.53,   5386.07
199808,    501.24,   1783.19,   5120.55,    412.62,   1036.13,   1722.97,   3220.77,   5859.41,    313.29,    691.22,   1045.12,   1027.57,   1621.49,   1835.10,   2840.40,   3627.61,   6296.18,   5448.58
199809,    406.80,   1504.67,   4385.92,    333.08,    836.18,   1473.93,   2720.10,   5045.79,    244.14,    579.99,    856.32,    817.00,   1398.10,   1558.09,   2406.99,   3055.92,   5411.51,   4701.96
199810,    445.50,   1596.70,   4624.54,    369.23,    882.31,   1568.57,   2767.72,   5438.68,    278.38,    617.55,    913.91,    852.97,   1448.25,   1702.53,   2565.76,   2985.58,   5961.28,   4938.74
199811,    477.49,   1694.93,   4971.32,    394.60,    935.06,   1675.78,   2934.61,   5864.82,    300.06,    650.37,    979.45,    893.77,   1594.12,   1766.22,   2714.07,   3172.56,   6290.45,   5455.57
199812,    512.70,   1799.13,   5316.72,    425.09,    992.81,   1782.81,   3097.51,   6286.62,    335.96,    664.55,   1038.13,    950.69,   1712.87,   1859.83,   2863.68,   3351.19,   6852.57,   5743.87
199901,    556.16,   1863.72,   5692.29,    469.19,   1049.47,   1810.38,   3266.61,   6744.04,    393.74,    671.31,   1076.25,   1024.76,   1829.81,   1788.87,   2991.11,   3566.35,   7365.13,   6145.48
199902,    590.17,   1902.56,   5973.21,    508.13,   1058.76,   1832.66,   3358.89,   7122.72,    444.93,    675.84,   1078.36,   1040.73,   1842.87,   1821.45,   3094.82,   3646.38,   7944.45,   6328.89
199903,    581.37,   1842.47,   5771.00,    496.93,   1036.12,   1785.57,   3288.55,   6829.28,    439.89,    646.24,   1078.53,    996.88,   1797.67,   1772.26,   2988.32,   3616.75,   7693.81,   5994.49
199904,    633.48,   1915.34,   5935.56,    548.88,   1072.21,   1861.87,   3431.44,   6995.52,    505.40,    661.66,   1125.07,   1023.21,   1880.53,   1841.40,   3111.37,   3780.59,   8055.28,   5975.21
199905,    679.76,   2035.32,   6160.91,    594.61,   1120.84,   1957.80,   3630.55,   7272.79,    543.97,    724.92,   1173.17,   1072.68,   1958.10,   1957.47,   3377.34,   3906.25,   8052.79,   6518.01
199906,    667.34,   1992.62,   6057.67,    578.65,   1083.84,   1922.61,   3576.43,   7171.31,    516.90,    736.01,   1178.09,    995.67,   1911.78,   1934.49,   3349.57,   3821.03,   7887.44,   6472.89
199907,    679.97,   2311.86,   6496.00,    643.79,   1310.34,   2261.71,   3927.54,   7371.91,    561.37,    844.88,    844.67,   1798.60,   2219.31,   2304.96,   3148.75,   4753.91,   6952.49,   7796.04
199908,    665.87,   2258.04,   6331.23,    628.16,   1303.26,   2186.00,   3804.70,   7205.11,    548.96,    820.19,    836.75,   1792.61,   2108.35,   2265.80,   3074.87,   4585.92,   6819.36,   7596.35
199909,    661.55,   2210.05,   6412.01,    626.78,   1274.37,   2156.02,   3755.37,   7316.58,    549.35,    813.16,    817.54,   1757.26,   2091.53,   2222.01,   2966.17,   4605.46,   6986.49,   7651.42
199910,    654.77,   2167.86,   6167.52,    625.53,   1231.94,   2141.71,   3720.95,   6939.31,    552.19,    801.83,    785.11,   1703.54,   2084.63,   2199.99,   2887.14,   4612.77,   6602.42,   7277.17
199911,    702.48,   2325.56,   6591.11,    676.78,   1290.79,   2350.91,   4044.52,   7312.78,    613.35,    829.15,    817.39,   1791.00,   2320.30,   2382.04,   3012.40,   5145.66,   7164.97,   7460.16
199912,    751.05,   2339.79,   6795.60,    732.02,   1252.48,   2382.45,   4139.15,   7603.47,    665.62,    890.81,    836.07,   1687.67,   2330.13,   2435.77,   3158.80,   5179.88,   7385.91,   7822.30
200001,    851.69,   2526.77,   7172.35,    847.10,   1351.97,   2554.64,   4482.24,   7951.41,    766.70,   1038.67,    872.38,   1848.62,   2475.63,   2634.79,   3420.02,   5607.31,   7884.70,   8018.70
200002,    841.73,   2432.63,   6824.77,    838.99,   1336.74,   2400.77,   4347.93,   7539.21,    769.49,   1004.24,    854.11,   1834.78,   2315.47,   2486.69,   3351.09,   5398.02,   7508.95,   7569.75
200003,    942.82,   2476.75,   6762.27,    946.50,   1403.84,   2425.44,   4385.82,   7438.93,    902.08,   1051.80,    926.13,   1897.06,   2251.98,   2599.33,   3406.25,   5421.11,   7539.11,   7338.14
200004,    935.29,   2679.20,   7545.23,    925.78,   1491.39,   2636.45,   4927.48,   8203.67,    857.47,   1088.24,    978.64,   2016.70,   2472.97,   2797.93,   3700.43,   6236.35,   8480.26,   7923.68
200005,    846.01,   2655.16,   7298.98,    824.81,   1442.46,   2632.15,   4858.42,   7906.21,    744.96,   1013.87,    942.51,   1952.68,   2472.98,   2788.21,   3688.66,   6099.29,   7723.51,   8092.31
200006,    780.91,   2613.23,   7085.42,    749.65,   1422.02,   2602.56,   4774.52,   7622.94,    647.62,    994.02,    922.87,   1935.79,   2500.05,   2703.81,   3579.42,   6031.75,   7449.25,   7801.59
200007,   1051.85,   3126.54,   6576.08,    967.32,   1960.46,   2780.29,   4538.73,   8046.10,    901.49,   1157.87,   1498.35,   2428.05,   1812.70,   3862.42,   4905.35,   4184.83,   9399.74,   6407.97
200008,    998.61,   3147.71,   6495.97,    906.81,   1970.67,   2776.59,   4596.25,   7875.60,    812.62,   1176.94,   1478.13,   2475.05,   1837.71,   3835.24,   4949.88,   4255.94,   9169.49,   6296.29
200009,   1113.12,   3400.45,   6923.50,   1021.38,   2140.28,   2954.34,   5006.07,   8359.90,    926.05,   1294.25,   1594.49,   2698.29,   2032.81,   3991.35,   5438.87,   4596.62,   9893.82,   6479.42
200010,   1045.23,   3322.04,   6644.52,    943.70,   2141.97,   2834.79,   4617.16,   8320.56,    867.47,   1160.73,   1572.84,   2731.17,   2027.03,   3754.03,   5301.31,   3979.11,   9686.17,   6599.17
200011,    961.76,   3273.66,   6783.99,    863.27,   2053.85,   2792.74,   4703.53,   8441.71,    781.71,   1093.88,   1475.16,   2645.86,   1937.06,   3772.58,   5294.39,   4155.89,   9559.70,   7014.85
200012,    775.95,   3014.01,   6430.99,    682.73,   1834.85,   2600.96,   4397.27,   7944.15,    592.28,    937.50,   1256.50,   2426.62,   1713.19,   3606.16,   4817.39,   4004.94,   8884.47,   6746.71
200101,    810.34,   2996.84,   6558.49,    706.61,   1886.55,   2698.60,   4310.49,   8073.84,    609.43,    975.65,   1345.79,   2435.38,   1849.52,   3663.47,   4516.89,   4121.29,   9116.63,   6748.89
200102,    869.32,   3130.21,   6653.31,    756.82,   1983.61,   2733.09,   4565.00,   8159.32,    652.34,   1045.35,   1452.22,   2523.05,   1868.58,   3726.46,   4934.50,   4223.45,   9056.57,   7013.83
200103,    755.49,   2793.52,   6324.38,    641.57,   1796.11,   2437.89,   4191.75,   7768.27,    530.14,    945.97,   1339.00,   2260.17,   1741.49,   3238.38,   4394.25,   4003.55,   8448.87,   6887.33
200104,    695.41,   2656.14,   5940.72,    578.76,   1744.66,   2315.19,   3961.28,   7243.47,    465.90,    883.71,   1280.13,   2218.34,   1672.85,   3052.56,   4081.08,   3849.65,   7662.27,   6696.46
200105,    779.25,   2922.98,   6340.56,    654.96,   1907.45,   2498.88,   4371.70,   7708.10,    530.95,    986.53,   1393.94,   2434.66,   1835.74,   3258.58,   4613.06,   4146.25,   8208.97,   7054.69
200106,    788.45,   2966.14,   6442.68,    666.12,   1916.46,   2547.61,   4437.23,   7833.45,    541.38,    994.65,   1395.21,   2443.54,   1863.09,   3324.28,   4690.83,   4199.76,   8406.30,   7090.85
200107,    794.09,   2956.42,   6873.45,    631.01,   1682.55,   2934.40,   5541.11,   7083.26,    501.07,   1008.53,   1588.70,   1792.04,   3321.66,   2485.74,   4643.80,   6485.49,   8609.53,   5535.19
200108,    752.52,   2912.51,   6933.33,    581.02,   1644.44,   2839.67,   5651.92,   7116.91,    452.41,    945.32,   1578.56,   1720.78,   3162.24,   2461.57,   4763.95,   6592.99,   8650.47,   5572.31
200109,    691.61,   2719.92,   6633.84,    533.60,   1544.94,   2619.76,   5347.26,   6827.75,    407.37,    888.14,   1448.80,   1656.21,   2882.56,   2310.03,   4469.24,   6275.20,   8185.24,   5455.44
200110,    594.99,   2448.47,   6212.11,    462.04,   1372.92,   2319.17,   4859.31,   6500.80,    338.86,    805.02,   1235.12,   1530.63,   2535.69,   2063.89,   4074.29,   5681.08,   7676.87,   5307.48
200111,    635.32,   2552.53,   6321.70,    492.99,   1440.32,   2425.20,   5014.07,   6600.32,    380.50,    801.13,   1319.05,   1578.16,   2677.82,   2123.76,   4248.48,   5813.06,   7902.85,   5278.50
200112,    706.54,   2769.88,   6788.74,    542.04,   1573.09,   2667.39,   5438.16,   7057.90,    436.12,    831.94,   1496.75,   1659.59,   2949.46,   2332.23,   4606.77,   6300.44,   8512.12,   5576.35
200201,    724.22,   2843.19,   6899.28,    567.05,   1574.50,   2723.61,   5572.44,   7195.40,    450.88,    883.18,   1475.36,   1686.46,   2977.24,   2422.95,   4796.78,   6369.06,   8611.94,   5735.45
200202,    698.02,   2823.97,   6925.47,    531.05,   1562.40,   2716.47,   5591.58,   7204.20,    416.75,    842.51,   1490.54,   1643.07,   2922.39,   2472.05,   4775.08,   6430.14,   8712.62,   5660.97
200203,    648.25,   2783.54,   6947.00,    504.29,   1471.36,   2647.08,   5536.38,   7303.28,    392.15,    811.58,   1326.05,   1634.58,   2850.62,   2405.86,   4766.06,   6322.31,   8769.86,   5773.18
200204,    699.32,   2943.19,   7199.01,    538.30,   1582.20,   2774.41,   5880.69,   7482.19,    425.11,    843.13,   1445.42,   1737.65,   2970.61,   2540.44,   5073.18,   6704.62,   8904.78,   5985.92
